CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
167	840	53	0.8554	18.010
422	583	53	0.8413	2.014
375	422	53	0.9454	-0.000
167	344	53	0.8788	15.996
165	994	53	0.7176	-32.026
421	840	53	0.8358	2.015
157	343	53	0.9353	0.000
102	165	53	0.9384	0.000
102	840	53	0.7895	14.016
420	422	53	0.9446	0.000
583	840	53	0.9319	0.000
344	375	53	0.9618	-0.000
344	421	53	0.9308	-0.000
158	420	53	0.9427	-0.000
165	419	53	0.6797	14.015
159	420	53	0.9384	-0.000
375	583	53	0.8528	2.014
165	452	53	0.6796	14.015
342	562	53	0.7793	-0.000
159	167	53	0.8697	-15.996
159	421	53	0.9373	-0.000
103	157	53	0.857	18.010
103	173	53	0.8494	-15.996
157	167	53	0.8598	-18.010
157	840	53	0.9449	0.000
173	1069	53	0.7899	-12.035
994	1069	53	0.7967	0.000
165	742	53	0.7714	0.984
173	994	53	0.7719	-12.035
167	173	53	0.8592	-15.996
159	344	53	0.9661	0.000
102	994	53	0.7191	-32.025
421	422	53	0.9513	0.000
419	661	53	0.7863	0.947
165	840	53	0.7934	14.015
103	840	53	0.8529	18.011
167	420	53	0.8491	15.995
103	375	53	0.8664	15.996
159	375	53	0.9616	0.000
145	345	53	0.7731	-44.026
157	422	53	0.843	-2.015
343	583	53	0.9289	-0.000
342	419	53	0.7558	-0.948
158	375	53	0.9539	-0.000
343	421	53	0.8259	-2.015
375	420	53	0.9328	-0.000
375	421	53	0.9212	-0.000
103	422	53	0.8527	15.996
103	167	53	0.9802	0.000
158	167	53	0.8637	-15.996
342	661	53	0.7962	-0.001
452	1069	53	0.6807	-46.041
159	583	53	0.8617	2.014
344	583	53	0.863	2.014
158	344	53	0.9581	0.000
157	583	53	0.9506	-0.000
23	452	53	0.6518	-18.988
159	422	53	0.9594	-0.000
420	583	53	0.8514	2.015
102	452	53	0.6731	14.015
103	343	53	0.8474	18.010
157	375	53	0.8458	-2.014
158	422	53	0.9641	-0.000
452	562	53	0.8486	0.947
158	583	53	0.8517	2.014
167	375	53	0.8809	15.996
158	421	53	0.9531	-0.000
405	992	54	1.0	0.000
503	1036	55	1.0	0.001
503	816	55	0.6897	-0.252
816	1036	55	0.6897	0.253
837	1014	56	0.6748	-19.007
93	337	57	1.0	0.000
162	841	58	0.8091	-0.001
156	162	58	0.788	-14.017
156	841	58	0.7775	-14.018
69	70	60	0.731	-0.249
381	463	61	0.9174	49.980
39	187	62	0.6924	7.997
39	183	62	0.6887	92.017
183	187	62	0.6684	-84.020
187	780	62	0.6507	-7.997
605	780	62	0.8481	130.640
183	605	62	0.6848	-222.656
39	780	62	0.9424	0.000
39	605	62	0.8753	-130.639
176	479	63	0.9656	0.000
432	479	63	0.9377	0.000
176	431	63	0.9637	0.000
176	432	63	0.9394	0.000
431	432	63	0.9412	-0.000
431	479	63	0.9691	-0.000
606	818	64	0.7223	33.683
924	925	65	0.7482	-0.335
21	969	66	1.0	-0.001
275	276	67	0.6824	-0.250
615	821	71	0.6973	50.529
153	658	72	0.8931	0.000
417	658	72	0.872	-0.000
95	152	72	0.8803	-0.000
153	333	72	0.7239	18.011
152	333	72	0.7402	18.011
153	417	72	0.8164	0.001
415	581	72	0.9178	0.000
417	581	72	0.8386	-0.000
152	415	72	0.9275	0.000
95	153	72	0.8866	-0.000
415	658	72	0.9283	0.000
415	416	72	1.0	0.000
333	417	72	0.7049	-18.010
153	415	72	0.8969	0.000
416	417	72	0.8754	0.001
333	581	72	0.6941	-18.010
416	658	72	0.9283	0.000
153	581	72	0.9079	0.000
152	658	72	0.9132	0.000
416	581	72	0.9178	0.000
333	415	72	0.7446	-18.011
95	333	72	0.7075	18.011
95	416	72	0.8737	-0.000
415	417	72	0.8754	0.001
95	417	72	0.8203	0.000
333	416	72	0.7446	-18.011
152	153	72	0.9194	0.000
333	658	72	0.6988	-18.010
95	415	72	0.8737	-0.000
95	658	72	0.8743	0.000
581	658	72	0.9284	-0.000
153	416	72	0.8969	0.000
152	416	72	0.9275	0.000
152	581	72	0.9207	0.001
152	417	72	0.8569	0.001
95	581	72	0.8822	0.000
382	646	73	1.0	0.000
596	646	73	0.9811	28.032
596	1147	73	0.9241	100.016
382	596	73	0.9811	-28.032
283	584	74	1.0	-0.001
86	619	75	0.9236	17.027
14	619	75	0.9318	0.000
14	86	75	0.9295	-17.027
982	1179	76	0.9026	0.000
464	465	77	0.7862	-110.553
115	966	78	0.7543	0.000
1052	1053	79	0.6536	-0.251
639	640	80	0.7096	-0.251
618	913	81	0.8477	-0.000
193	599	81	0.9217	0.000
193	618	81	0.8477	0.000
618	1143	81	0.871	-0.000
599	618	81	0.871	0.000
193	1143	81	0.9217	0.000
599	1143	81	1.0	0.000
599	913	81	0.9217	-0.000
193	913	81	1.0	0.000
913	1143	81	0.9217	0.000
27	621	83	1.0	-0.000
424	1006	84	0.8251	-0.000
423	1006	84	0.7835	-0.000
423	424	84	0.7708	0.000
172	478	85	0.7266	-0.001
663	743	86	0.919	0.000
743	952	86	0.8618	-0.983
663	952	86	0.8596	-0.983
383	1010	87	0.6699	-148.237
386	1010	87	0.9513	0.000
383	386	87	0.6688	-148.237
383	384	87	0.7985	-0.502
901	1113	88	0.9737	-0.001
625	1113	88	0.9683	-0.000
602	901	88	0.9682	0.001
939	1113	88	0.9265	-0.000
602	939	88	0.9249	-0.000
901	939	88	0.91	-0.001
625	939	88	0.9109	-0.000
625	901	88	0.9507	0.001
602	625	88	0.9702	-0.000
602	1113	88	0.9878	-0.000
461	756	89	0.6556	-0.000
498	704	90	1.0	0.001
127	322	91	0.705	-44.037
585	755	92	0.8175	0.000
499	896	93	0.7114	96.093
214	1046	94	0.7264	0.000
1002	1046	94	0.7035	0.000
536	735	94	0.8395	0.000
311	1002	94	0.8481	-0.001
735	1066	94	0.8455	-0.000
311	536	94	0.8504	-0.000
214	1002	94	0.8685	-0.000
43	1066	94	0.9037	0.000
536	1046	94	0.7269	0.000
43	1002	94	0.8799	-0.000
1002	1066	94	0.8545	0.000
43	735	94	0.8554	0.001
536	1066	94	0.8581	0.000
214	536	94	0.8528	0.000
311	1046	94	0.7084	-0.000
43	214	94	0.8894	0.000
311	1066	94	0.8796	-0.000
43	1046	94	0.6849	0.000
735	1002	94	0.8574	-0.001
214	1066	94	0.8811	0.000
214	735	94	0.8536	0.000
735	1046	94	0.7305	-0.000
43	536	94	0.8759	0.000
536	1002	94	0.8677	-0.000
214	311	94	0.8765	0.000
43	311	94	0.8848	0.001
311	735	94	0.8512	0.000
1046	1066	94	0.6922	-0.000
255	738	95	0.8123	-0.000
188	502	97	0.6615	66.047
385	502	97	0.7163	70.720
582	660	98	0.7011	-0.000
846	875	99	0.6755	126.222
845	875	99	0.784	0.000
845	846	99	0.7013	-126.222
856	1039	100	0.707	23.680
1039	1086	100	0.6808	71.365
412	1067	101	0.6961	-0.000
340	866	102	1.0	-0.000
340	1105	102	0.7111	-0.000
866	1105	102	0.7111	0.000
635	798	103	0.6886	1.002
200	1165	104	0.7698	-1.506
284	675	105	0.9582	0.004
716	717	106	0.663	-0.251
41	215	107	0.9253	-44.026
40	215	107	0.8992	-88.052
40	213	107	0.9647	44.026
40	41	107	0.9492	-44.026
41	213	107	0.9643	88.052
1000	1033	109	0.8601	0.000
680	1033	109	0.898	-0.000
921	1033	109	0.8701	0.000
921	1000	109	0.8485	0.000
680	921	109	0.8894	-0.000
680	1000	109	0.8822	-0.000
29	730	110	0.8727	0.000
834	835	111	0.6717	-0.250
501	853	112	0.8263	-7.003
693	984	113	0.8859	-0.000
699	1059	114	1.0	-0.000
394	598	115	0.8444	-18.011
546	894	116	1.0	0.003
774	1023	117	0.8829	-0.000
795	796	118	0.9325	-26.016
114	947	120	0.8908	0.000
114	359	120	0.8937	-0.001
359	947	120	0.9434	0.001
254	734	121	1.0	-0.000
